tconst	originalTitle	directors	runtimeMinutes
tt0273048	30 Years to Life	nm0585583	110
tt0273098	Ayal Kadha Ezhuthukayanu	nm0436382	155
tt0273300	Jump Tomorrow	nm0394199	97
tt0273357	Hey pa!	\N	26
tt0273719	En kort en lang	nm0429734	98
tt0273803	Meenakshi Kalyanam	nm0859074	131
tt0273833	Mongoland	nm0648433	84
tt0273840	Moszkva tér	nm0879559	88
tt0273900	Novias impacientes	nm0217035	85
tt0273910	Ogni lasciato è perso	nm0156930	95
tt0273912	Oliver i Olivera	nm0194146	10
tt0273960	Plachu vperyod!	nm0864504	109
tt0274012	Punjabi House	nm1459445,nm1459905	146
tt0274019	Pyaar Diwana Hota Hai	\N	148
tt0274115	Sundarakilladi	nm8817283	151
tt0274172	Tsirk zazhigayet ogni	nm0903541	74
tt0274252	Diseñador ambos sexos	nm0721351,nm1515954	30
tt0274312	A media luz los tres	nm0812958	93
tt0274428	Yadon ilaheyya	nm0837839	92
tt0274430	Club Le Monde	nm0750121	79
tt0274447	Cuando se quiere se quiere	nm0882190	85
tt0274461	Dich schickt der Himmel	nm0927413	92
tt0274634	Londre	nm0577717	90
tt0274637	Una lunga lunga lunga notte d'amore	nm0256488	102
tt0274652	Me & Mrs. Jones	nm0479577	99
tt0274691	Nosotros los jóvenes	nm0736093	95
tt0274719	Pieri - militsiis tanamshromeli	nm0740000	90
tt0274812	Secretary	nm0787601	107
tt0274874	South Kensington	nm0889402	112
tt0274924	Talk to Taka	nm0960438	12
tt0275022	Crossroads	nm0205542	93
tt0275105	Ein Zwilling zuviel	nm0092115	90
tt0275170	The 4th Tenor	nm0059835	97
tt0275191	Am Anfang war die Eifersucht	nm0341001	88
tt0275207	Aye Auto	nm1964412	137
tt0275263	Ciao America	nm0162579	100
tt0275407	Hombres felices	nm0763634	93
tt0275479	Love, Sex & Murder	nm0317638	5
tt0275519	Der Millionär und die Stripperin	nm0469138	94
tt0275555	No Angel	nm0142300	96
tt0275692	Sol Goode	nm0173680	99
tt0275738	Trava zelena	nm0623385	132
tt0275802	Yellow Card	nm0722952	90
tt0275821	As If	nm0244778,nm1256143,nm1243057,nm0614414,nm0335283,nm0816090,nm0583628	25
tt0275858	Mze shemodgomisa	nm0657424	90
tt0275915	Amores Possíveis	nm0921348	98
tt0276206	El hub el morestani	nm0901737	95
tt0276248	Kavkasiuri romansi	nm0300175,nm0201706	25
tt0276251	Kibe	nm0152924	25
tt0276276	Lawless Heart	nm0402317,nm0402980	99
tt0276318	Mar'ati numera ithnain	nm0157070	95
tt0276584	The Trouble with Lou	nm0339648	90
tt0276597	Valsi mtatsmindaze	nm0875387	15
tt0276751	About a Boy	nm0919369,nm0919363	101
tt0276863	El cielo abierto	nm0016234	110
tt0276937	En cada feria un amor	nm0327950	75
tt0277026	Die Hunde sind schuld	nm0698283	90
tt0277108	Love Trip	nm0399392	90
tt0277351	Su primer amor	nm0650900	87
tt0277395	Las tres coquetonas	nm0759232	87
tt0277571	Amour tenace	nm0511729	10
tt0277774	Kakkakuyil	nm0698184	140
tt0278007	Die Salsaprinzessin	nm0951944	95
tt0278120	Idylle à la ferme	nm0511729	10
tt0278344	Bebek gibi Masallah	nm0227762	88
tt0278500	The Importance of Being Earnest	nm0662529	97
tt0278522	Jodi No.1	nm0223522	140
tt0278540	Kukaracha	nm0158524	80
tt0278565	Minda Poochakku Kalyanam	nm0039174	99
tt0278671	Rekordi	nm0665264	52
tt0278700	Sevgili dayim	nm0006703	82
tt0278823	Hollywood Ending	nm0000095	112
tt0278847	Aprender a vivir	nm0546448	60
tt0278955	Baak fan baak gam gok	nm0530865	97
tt0279032	Dagdan inme	nm0259499	70
tt0279053	Du oder keine	nm0784808	90
tt0279088	Free	nm0043005	96
tt0279133	Ich pfeif' auf schöne Männer	nm0582733	90
tt0279286	On the Line	nm0112498	85
tt0279438	Spätvorstellung	nm0461170	12
tt0279572	Moosh	nm0846328	28
tt0279794	Mädchen Nr. 1	nm0392668	93
tt0279885	Jeans	nm0470514	94
tt0279972	My Friend's Love Affair	nm0183366	25
tt0280058	Qué bonito es querer	nm0187671	85
tt0280072	El rey del tomate	nm0217035	94
tt0280168	Un succès commercial	nm0498877	77
tt0280244	El camionero y la dama	nm0608461,nm0608497	60
tt0280385	6 dni strusia	nm0952667	100
tt0280397	Adhikar	nm0781830	126
tt0280424	Amy's Orgasm	nm0006874	87
tt0280425	Ana tabi keda	nm0594635	82
tt0280436	The Art of Woo	nm0497384	97
tt0280484	Bizim kiz	nm0408389	82
tt0280511	Cada oveja con su pareja	nm0187671	85
tt0280521	Carl Sandburg: Echoes and Silences	nm0587820	119
tt0280523	Carnages	nm0322479	130
tt0280590	Mr. Deeds	nm0109359	96
tt0280634	Emma	nm0973079	25
tt0280720	The Guru	nm0902939	94
tt0280724	Hayat bayram olsa	nm0015570	94
tt0280807	Kadinlar hayir derse	nm0227762	66
tt0280949	Miranda	nm0612720	90
tt0280970	My Name Is Tanino	nm0899501	100
tt0281066	The Pick-up	nm0863984	13
tt0281104	Racha, chemi sikvaruli	nm0657424,nm0575932	85
tt0281108	Le raid	nm0072354	94
tt0281157	Sakalakala Vallavan	nm0616114	138
tt0281303	Truffaldino iz Bergamo	nm0903505	135
tt0281339	Venus Talking	nm0859766	95
tt0281383	Yaz bekari	nm0781261	65
tt0281406	Çapkin hirsiz	nm0947998	86
tt0281468	María Rosa, búscame una esposa	nm0057548,nm0759469	60
tt0281482	The Sausage Factory	nm0156838,nm0694766,nm0646987,nm0552954	21
tt0281545	Adorables mujercitas	nm0246473	86
tt0281567	Allahu Akbar	nm0655785	141
tt0281849	Fairytale of New York	nm0589295	77
tt0281850	Fait d'hiver	nm0067937	7
tt0282180	Spree	nm0163817	5
tt0282268	Yeh Hai Mumbai Meri Jaan	nm0080315	148
tt0282279	Üç arkadas	nm0960375	86
tt0282323	Poné a Francella	nm0826320	60
tt0282327	El sodero de mi vida	nm0736163,nm0686121	60
tt0282560	Hinter den sieben Gleisen	nm0297105	103
tt0282593	I'm with Lucy	nm1073965	90
tt0282687	Life or Something Like It	nm0378893	103
tt0282703	Luna de miel en Puerto Rico	nm0181530	75
tt0282718	Manfast	nm0431881	95
tt0282763	El mundo loco de los jóvenes	nm0273348	85
tt0282768	The Emperor's New Clothes	nm0851930	108
tt0282863	Priyam	nm1868956	143
tt0283071	Trapped in Tia Juana	nm0289297	60
tt0283111	National Lampoon's Van Wilder	nm0065608	92
tt0283196	Love Story	nm0794837	54
tt0283288	The Château	nm0673400	91
tt0283372	El segundo aire	nm0765250	98
tt0283475	Mein Revier	nm0918686	23
tt0283711	Boulevard Torbellino	nm2575667,nm0891919	60
tt0283742	Inspiración	nm0994323	92
tt0283834	9mm of Love	nm0000536	10
tt0283885	Anja & Viktor	nm0098291	90
tt0283900	L'auberge espagnole	nm0458251	122
tt0283901	Audit	nm0864767	28
tt0283969	Brown Eyed Girl	nm0235092	36
tt0283989	Chhote Nawab	nm0015136	140
tt0284135	Full Ride	nm0388425	95
tt0284163	The Guy Next Door	nm0574638	3
tt0284277	Lundi matin	nm0409646	120
tt0284323	Mou man tai 2	nm0157759	104
tt0284363	Obsluhoval jsem anglického krále	nm0579954	113
tt0284441	S. geht rund	nm0298756	14
tt0284525	Suddenly Naked	nm0923768	105
tt0284543	Tahia el sittat	nm0594635	115
tt0284686	Charlie Chaplin Carnival	nm0000122	100
tt0284850	The Anarchist Cookbook	nm0839878	101
tt0285209	Suche impotenten Mann für's Leben	nm0376487	96
tt0285217	Indefinitely	nm0003713	19
tt0285351	According to Jim	nm0533383,nm0000902,nm0148252,nm0432627,nm0307680,nm0958449,nm0132660,nm0927042,nm0135553,nm0128225,nm0437659,nm0931090,nm0730894,nm0421675,nm0169394,nm0106987,nm0463199,nm0001508,nm0501185,nm0080007,nm1154413,nm0566849	30
tt0285358	The Ellen Show	nm0923396,nm0009953	30
tt0285627	Daria in 'Is It College Yet?'	nm0228327	90
tt0285682	Alchemy	nm0649181	86
tt0285744	More to Love	nm0528420	90
tt0285879	Passionada	nm0006959	108
tt0285963	Queenie in Love	nm0464180	103
tt0286137	Something Between Us	nm0992804	79
tt0286320	Xuxa Popstar	nm0206976,nm0945592	86
tt0286478	Bade Dilwala	nm0997633	146
tt0286499	Bend It Like Beckham	nm0149446	112
tt0286575	Danjo seiji-gaku: kojin jugyo	nm0644943	67
tt0286741	Just Looking	nm0072412	84
tt0286797	Sau sun nam lui	nm0906413,nm0864775	94
tt0286822	Meglio tardi che mai	nm0542060	90
tt0286855	Now You Know	nm0026879	102
tt0286864	The One and Only	nm0148116	91
tt0286910	Rajaji	nm0474909	150
tt0287069	Un couple modèle	nm0104851	92
tt0287085	V petek zvecer	nm0998060	89
tt0287123	The Wednesday Night Save the World Society	nm0252071,nm0121686	84
tt0287231	As Filhas da Mãe	nm0023593,nm0273084,nm0871352	45
tt0287276	Two Thousand Acres of Sky	nm0101748,nm0002723,nm0308659,nm0461158,nm0298156	60
tt0287347	Las buenas costumbres	nm0665056	99
tt0287471	Hatuna Meuheret	nm0467017	102
tt0287537	Love Ke Liye Kuch Bhi Karega	nm0633106	131
tt0287583	Nado anaega isseosseumyeon johgessda	nm0661832	123
tt0287630	Pink cut: Futoku aishite fukaku aishite	nm0605741	68
tt0287770	Galapagos/Jamaika	nm0826126	90
tt0287942	Boychick	nm0310935	12
tt0287986	Dieu est grand, je suis toute petite	nm0047645	95
tt0287999	Entre Abril y Julio	nm1014840	92
tt0288172	Place des Vosges	nm1012043	45
tt0288307	Vor meiner Zeit	nm0826409	90
tt0288309	The Wager	nm1008121	88
tt0288520	A Family Affair	nm1007492	107
tt0288621	Misulgwan yup dongmulwon	nm1011539	108
tt0288626	Mia mera ti nyhta	nm0659702	110
tt0288699	To paidi tou methystaka	nm0677941	69
tt0288767	O proestos tou horiou	nm1007972	73
tt0288779	Psit... koritsia!	nm1007829	79
tt0288801	San theli i nyfi kai o gabros	nm0299492	90
tt0289328	Me & Mrs Jones	nm0607701	100
tt0289538	Theou plasman en kai o ftohon	nm1010715	100
tt0289730	Lemon Popsicle 9: The Party Goes On	nm0794456	95
tt0289868	Body & Soul	nm0003917	95
tt0289889	Carolina	nm0331296	96
tt0289893	Chandralekha	nm0698184	172
tt0289968	Hababam Sinifi Dokuz Doguruyor	nm0862605	88
tt0290002	Meet the Fockers	nm0005366	115
tt0290015	Nichts bereuen	nm0702705	104
tt0290212	Full Frontal	nm0001752	101
tt0290331	Waqt Hamara Hai	nm0710043	148
tt0290502	Cabell d'Àngel	nm0284060	83
tt0290532	Citromfej	nm0091117	50
tt0290622	Galatta Kalyanam	nm0707393	159
tt0290651	Hekayet thalass banat	nm0958575	90
tt0290685	Jhuk Gaya Aasman	nm0849195	160
tt0290826	Renkli dünya	nm0015570	85
tt0290875	Summer	nm0697099	93
tt0290916	Embrassez qui vous voudrez	nm0003508	103
tt0290941	Zadnja vecerja	nm1027823	94
tt0290942	Zawag alla tarika el-hadissa	nm0439299	105
tt0291117	Crème glacée, chocolat et autres consolations	nm0387011	97
tt0291141	E_mail	nm0390446	109
tt0291225	Haega seojjogeseo ddeundamyun	nm1030817	100
tt0291378	Netorare Sosuke	nm0906709	106
tt0291392	Novo	nm0510816	98
tt0291395	Okay	nm0630861	97
tt0291502	Swept Away	nm0005363	89
tt0291538	Une femme de ménage	nm0001945	91
tt0291602	Dekichatta kekkon	nm1033032	54
tt0291729	Appunni	nm0030791	116
tt0291732	Ashgaa ragel fil alam	nm0252751	110
tt0291841	Dan Ma jiao wa	nm0523704	88
tt0291883	Ek Ladka Ek Ladki	nm0755420	162
tt0291887	En malas compañías	nm1043713	18
tt0291957	Gou ge nu lang	nm0523704	98
tt0292064	Kunjattakilikal	nm0765881	120
tt0292305	Uncle Bun	nm0080143	136
tt0292422	A tigriscsíkos kutya	nm0045880	53
tt0292466	El caballero Don Quijote	nm0349426	122
tt0292490	Dil Chahta Hai	nm1027719	183
tt0292501	Love in the Time of Money	nm1031198	90
tt0292527	Green Card Fever	nm1032152	100
tt0292644	The Rules of Attraction	nm0000812	110
tt0292647	Utanför din dörr	nm0232412,nm0845450	96
tt0292788	Fiesta y bronca de ser joven	nm1020314	60
tt0292887	A Real Job	nm1027991	94
tt0292997	Building Bombs	nm0399687	100
tt0293077	Date from Hell	nm1029953	4
tt0293116	Décalage horaire	nm0860019	91
tt0293176	Get Well Soon	nm0565198	95
tt0293300	Ju No-myeong Bakery	nm0661837	104
tt0293452	Mi Casa, Su Casa	nm1037475	94
tt0293463	Non è giusto	nm0209744	100
tt0293552	Red Diaries	nm0209853	156
tt0293555	Rent Control	nm1028341	95
tt0293567	Samy y yo	nm0587313	85
tt0293588	Shab-e-fereshtegan	nm1164838	90
tt0293617	Spy in Rome	nm1027679	155
tt0293654	Todas las azafatas van al cielo	nm0122184	93
tt0293700	What a Man Wouldn't Do for a Woman	nm0590415	86
tt0293715	Yeopgijeogin geunyeo	nm1030706	123
tt0293764	Bak yesil yesil	nm0762517	80
tt0293833	Harris in the Spring	nm0329574	20
tt0294147	Misutenaide Daisy	nm1046242,nm0411153,nm1987432,nm0298035,nm1059637	300
tt0294289	American Adobo	nm0347075	104
tt0294367	The Birds and the Bees	nm1048547	13
tt0294381	Blomman från Hawaii	nm0284282	118
tt0294461	Clémentine Tango	nm1046580	95
tt0294684	Un Latin lover en Acapulco	nm0181530	100
tt0295001	Vaya con Dios	nm0472114	106
tt0295071	Bob & Rose	nm0267497,nm0942504	47
tt0295134	Tic Tac	nm1421562	60
tt0295258	Yuen mong shu	nm0538320	97
tt0295289	A Guy Thing	nm0462277	101
tt0295375	Knallharte Jungs	nm0377153	85
tt0295488	Nous deux	nm0545701	6
tt0295512	The People's Choice	nm0292134	67
tt0295526	Leaving Metropolis	nm0292081	89
tt0295633	Station Nord	nm0520440	111
tt0295634	Stereo Future	nm0620294	111
tt0295697	Would I Lie to You?	nm0791995	96
tt0295705	Yankesici kiz	nm0408389	96
tt0296037	Keepin' It Real	nm0184937	90
tt0296184	Schluss mit lustig!	nm0458562	95
tt0296254	Tukabseu 3	nm0453657	98
tt0296571	Le chignon d'Olga	nm1062000	96
tt0296610	Efkarli sosyetede	nm0408389	97
tt0296640	For the Love of Ada	nm0062813	88
tt0296686	Irène	nm1095625	98
tt0296711	Kiss the Bride	nm1060984	89
tt0296915	Valentín	nm0002159	86
tt0296922	Vivir mata	nm0248420	92
tt0296991	April in New York	nm0817666	8
tt0297059	Come Together	nm0857280	90
tt0297289	Moa Moa	nm0102547	1
tt0297436	Bermudas	nm0954381	90
tt0297437	Chile	nm0826126	90
tt0297438	Las Vegas	nm0444936	101
tt0297617	Rendez-View	nm0873939	30
tt0297871	Eierdiebe	nm0777881	87
tt0297927	Große Liebe wider Willen	nm1790004	92
tt0298077	Navidades en familia	nm0880463	42
tt0298083	No sabe no contesta	nm0615518	90
tt0298135	La règle du je	nm0261991	98
tt0298202	Sui jeuk fun ji	nm0159483	91
tt0298338	Fûrai ninpôchô	nm1484770	85
tt0298504	Plots with a View	nm0403541	94
tt0298550	Shot in the Face	nm1230693	78
tt0298656	Haggard	nm0546640	96
tt0298719	Acquiring a Taste for Raffaella	nm1069665	14
tt0298786	Caramuru: A Invenção do Brasil	nm0037136	85
tt0298823	Cycles	nm1068574	95
tt0299045	The Movie Hero	nm1262299	98
tt0299387	Solterita y a la orden	nm1345243	50
tt0299441	A képzelt beteg	nm0251114	86
tt0299594	Brève traversée	nm0106924	84
tt0299689	The Color of Water	nm1086659	82
tt0299844	Elöre!	nm1076503	79
tt0299930	Gigli	nm0000976	121
tt0299970	Heartstrings	nm1079030	14
tt0300016	I Love You Baby	nm0579687,nm0016203	110
tt0300051	Jersey Girl	nm0003620	102
tt0300138	Life Under Water	nm0391619	56
tt0300176	Dog Gone Love	nm0526603	89
tt0300186	Mein Bruder, der Vampir	nm0846281	94
tt0300247	Oy to the World	nm0534041	30
tt0300565	Toy Love	nm0801625	88
tt0300706	The 5th Wheel	nm1289690,nm1111811,nm1412718,nm1335038,nm1126131,nm1856764,nm1743284,nm0339088,nm0873939	30
tt0300750	Dennis	nm0329670	30
tt0300848	Rozengeur & Wodka Lime	nm0007071,nm0405804,nm0928742,nm0490171,nm0776932,nm0943404,nm0800726	60
tt0300922	All Babes Want to Kill Me	nm1131575	82
tt0300939	Anamesa se dyo agapes	nm0049196	150
tt0300968	BachelorMan	nm0003289	90
tt0301181	Deliver Us from Eva	nm0362544	105
tt0301263	Eco moda	nm0722969	60
tt0301266	Efkarliyim abiler	nm0408389	94
tt0301357	Good Bye Lenin!	nm0065615	121
tt0301400	Herzstolpern	nm0903232	89
tt0301426	Hurra, unsere Eltern sind nicht da	nm0772191	94
tt0301434	I Love You, Mitso	nm0617049	95
tt0301495	Juventud sin barreras	nm1087802	90
tt0301563	Love's Brother	nm0764982	103
tt0301564	Low Fat Elephants	nm1086050	90
tt0301684	Once Upon a Time in the Midlands	nm0276349	104
tt0301754	Pusselbitar	nm0435030	174
tt0301780	Romansu musume	nm0837479	98
tt0301992	Volle maan	nm0631590	100
tt0302065	Ôatari sanshoku musume	nm0837479	94
tt0302702	Die Frauenversteher - Männer unter sich	nm0509583	92
tt0302935	Polle Fiction	nm0269033	90
tt0303184	Valami Amerika	nm1089985	115
tt0303213	Die Westentaschenvenus	nm0676549	88
tt0303243	Xing fu shi guang	nm0955443	102
tt0303453	Eisai to tairi mou	nm1027688	45
tt0303614	Afti i tin alli	nm1003254	90
tt0303643	Amor holt sich nasse Füße	nm0461877	84
tt0303754	Die kranken Schwestern	nm7703644,nm1353166,nm2564995,nm7703643,nm7703642,nm1240753,nm0811889,nm0937378	30
tt0303860	Changing Hearts	nm0346841	92
tt0303946	ELFilm	nm0813973	21
tt0304017	Problemzone Mann	nm0246937	92
tt0304094	Gomena ypsilou kindynou	nm0277133	85
tt0304107	Gregors größte Erfindung	nm0452374	11
tt0304114	Gyeag couple	nm0793809	102
tt0304377	Mango Kiss	nm1099660	84
tt0304417	Monique	nm0346823	92
tt0304513	Avassaladoras	nm0610045	93
tt0304643	Der Rosenkavalier	nm1593754	150
tt0304674	Das Schneeparadies	nm0450660	90
tt0304678	Sex Is Comedy	nm0106924	92
tt0304750	Staromodnaya komediya	nm0767566	92
tt0304922	Yuen mei ching yan	nm0950728	108
tt0304929	Weihnachtsmann gesucht	nm0418130	87
tt0305228	Anna, sestra Jany	nm0359870	85
tt0305408	Dama s popugaem	nm0694910	99
tt0305417	2os minas tou melitos	nm1243991	80
tt0305518	Ela n' agapithoume	nm2669481	95
tt0305519	Ela na dokimasoume	nm0441513	93
tt0305531	Ena koritsi gia ton kathena	nm1003254	90
tt0305541	Enas koritsaros olo meli	nm0853928	110
tt0305543	Enas lathrepivatis stin kardia mou	nm0903819	81
tt0305568	Fanfan la Tulipe	nm0470443	97
tt0305583	A Foreign Affair	nm1110794	94
tt0305711	Just Married	nm0506613	95
tt0305714	Kadhal Desam	nm0997190	158
tt0305716	Kailangan ko'y ikaw	nm0076081	130
tt0305738	Kudumba Visesham	nm1457820,nm1551293	150
tt0305858	Funny Valentine	nm1110394	90
tt0305998	Ragazzi nervosi	nm1110818	90
tt0306069	The Singles Ward	nm1109378	102
tt0306110	The Sweet Life	nm0800555	86
tt0306188	Vat Doi Sao Doi	nm1110306	90
tt0306288	The Big Set-Up	nm0561009	30
tt0306651	Chuet sai hiu bra	nm0150916,nm0504980	105
tt0306681	Corse a perdicuore	nm0308237	97
tt0306704	Dalkomhan shinbudeul	nm0437652	95
tt0306708	Oi gwan yue mung	nm0490487	94
tt0306734	Le divorce	nm0412465	117
tt0306744	Dragonwheel	nm0279314	94
tt0306760	Edel & Starck	nm0778119,nm0716520,nm0958116,nm0766175,nm0478228,nm0583444,nm0936960,nm1114446,nm0828141,nm0826836	46
tt0306959	Home Base	nm1119880	9
tt0307034	Lik goo lik goo san nin choi	nm0906413,nm0864775	96
tt0307111	Love Lie Leave	nm1112447	30
tt0307774	Maridos a domicilio	nm0608461	60
tt0307830	Small World	nm0156416	60
tt0307832	Son amores	nm1494115,nm0962713,nm0826320,nm0031653	60
tt0307879	Burning Annie	nm0281907	95
tt0308280	Friends	nm0796504	167
tt0308388	Hype	nm0939379	102
tt0308563	Mazhavil Kavadi	nm0030791	143
tt0308670	Oi ching bak min bau	nm0516338	101
tt0308837	Samantha	nm0895857	90
tt0308878	The Shape of Things	nm0001438	96
tt0308905	Slammed	nm0427637	99
tt0309005	Tum Haseen Main Jawan	nm0814343	148
tt0309088	Ekhali dva shofyora	nm0467811	78
tt0309135	Kachorra	nm1020314,nm1158673	60
tt0309142	De carne somos	nm1789466	60
tt0309292	Apasionados	nm0433073	100
tt0309299	The Arkansas Swing	nm0623401	62
tt0309530	Down with Love	nm0715636	101
tt0309577	L'extraordinaire destin de Madame Brouette	nm0009414	104
tt0309578	Extreme Dating	nm0202982	96
tt0309584	Fast Hearts	nm0352163	12
tt0309757	Kali's Vibe	nm0139455	93
tt0309817	Un día en el paraíso	nm0821412	98
tt0309825	Madame Sans-Gêne	nm0003606	90
tt0309897	Nada	nm1117808	90
tt0309972	Pagdating ng panahon	nm0076081	115
tt0310034	Putz	nm0745074	22
tt0310121	Schmucks!	\N	10
tt0310341	The Wedding Dress	nm0191697	18
tt0310847	Les capricieux	nm0222545	82
tt0310889	Choigolo meotjin namja	nm1136741	88
tt0310891	Le chrysanthème rouge	nm0674600	15
tt0310994	Definite Maybe	nm0904427	15
tt0311041	Du zi deng dai	nm0003419	107
tt0311110	It Runs in the Family	nm0770961	109
tt0311371	Juego limpio	nm1142440	82
tt0311461	Lucky Jim	nm0792012	104
tt0311468	The Madcap Queen of Gredshoffen	nm0285643	20
tt0311490	Mar de amores	nm0227578	90
tt0311519	Mies vailla menneisyyttä	nm0442454	97
tt0311798	Siete Evas para un Adan	nm0025874	85
tt0311913	Tian xia wu shuang	nm0311508	97
tt0311978	Vlyublyonnyy maneken	nm0538412	84
tt0312083	A todo corazón	nm1145806	45
tt0312097	Berlin, Berlin	nm0770473,nm0648740,nm0357246,nm0583444,nm1082323,nm0881372,nm1054437	25
tt0312100	Blech oder Blume	nm1146341	60
tt0312194	Rescue Me	nm0391905,nm0219491,nm0485972	60
tt0312243	Various Positions	nm1040553	81
tt0312281	Tattoo, a Love Story	nm1147108	94
tt0312383	Artist iz Kokhanovki	nm0513757	77
tt0312446	Belaya roza	\N	45
tt0312563	Choh luen kwong cha min	nm0962711	94
tt0312697	Lighthouse Hill	nm0265632	94
tt0312867	Kekkon no subete	nm0645477	85
tt0312955	Me he de comer esa tuna	nm0951577	95
tt0312992	Mère, fille: mode d'emploi	nm0083015	90
tt0313052	Compagni di scuola	nm1147666,nm1050313	50
tt0313171	Afinskie vechera	nm1148878	97
tt0313176	Ai qing duo bi qiu	nm0481675	90
tt0313342	Dream	nm0405128	104
tt0313395	Kitne Door... Kitne Paas	nm0474837	146
tt0313467	La pequeña señora de Perez	nm0050048	90
tt0313599	Shijibgallaeyo	\N	93
tt0313737	Two Weeks Notice	nm0492909	101
tt0313750	Veniks. Polovye shchyotki	nm1120915	138
tt0313756	Er oder keiner	nm0784808	85
tt0313764	Wakai musumetachi	nm0645477	78
tt0313792	Anything Else	nm0000095	108
tt0313939	Cui hu han	nm0481675	94
tt0314048	Cambazhane gülü	nm0408389	93
tt0314169	Highland Park Blues	nm1156126	85
tt0314184	Hua ban wu chun feng	nm1155738	82
tt0314245	K Chyornomu moryu	nm0878390	74
tt0314279	Klyuchi ot neba	nm0412094	78
tt0314331	Love Actually	nm0193485	135
tt0314367	Mellan himmel och hästben	nm1155523,nm1155910	21
tt0314419	La mégère apprivoisée	nm0046001	120
tt0314422	Die Nacht, in der ganz ehrlich überhaupt niemand Sex hatte	nm0775358	95
tt0314424	Nan hai yu nü hai de zhan zheng	nm0481675	94
tt0314431	Hope Springs	nm0379179	92
tt0314459	Ona vas lyubit	nm0220328,nm2437100	85
tt0314483	Pancho se zení	nm0398703	88
tt0314502	Phileine zegt sorry	nm0922520	95
tt0314551	Quando ancora non c'erano i Beatles	nm0019680	300
tt0314808	Tyoshcha	nm0819274	69
tt0315095	Xing suo	nm1170263,nm1168570	45
tt0315170	Al-hawa maluush dawa	nm0530946,nm0052897	106
